游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
超次元海王星：重生1,"动漫,日系角色扮演,女性主角,可爱,角色扮演,单人,喜剧,欢乐,回合制,好评原声音轨,策略,视觉小说,回合制战斗,裸露,剧情丰富,网红,冒险,动作,科幻,休闲","IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.","Idea Factory International, Inc.,IDEA FACTORY Co., Ltd.",50,PC,单人,否,"2,224"
JiPS,"独立,休闲,模拟,解谜,单人,阖家,帆船,中世纪,好评原声音轨,怀旧,可爱,剧情丰富,困难",Trazzy Entertainment,Trazzy Entertainment,15,PC,单人,否,"2,220"
执法者,"模拟,动作,开放世界,犯罪,冒险,单人,独立,沙盒,射击,多人,第三人称视角,拟真,欢乐",Odin Game Studio,Excalibur Publishing,68,PC,单人,否,"2,213"
小小和大大,"独立,物理,平台游戏,解谜,好评原声音轨,3D 平台,冒险,第三人称视角,喜剧,动作,单人,欢乐,短片,大师级,唯美,氛围",Black Pants Studio,Black Pants Studio,36,PC,单人,否,"2,213"
Lost Socks: Naughty Brothers,"动作,独立,平台游戏",Nerf Game Co. Ltd.,Nerf Game Co. Ltd.,37,PC,单人,否,"2,213"
要塞：十字军东征 高清版,"策略,中世纪,殖民模拟,即时战略,多人,经典,城市营造,战术,历史,模拟,经济,单人,建造,大师级,沙盒,冒险,合作,动作,好评原声音轨,二维",FireFly Studios,FireFly Studios,204,PC,多人,是,"2,211"
Spikit,"独立,休闲,弹幕射击,困难",Blastoid Entertainment,Back To Basics Gaming,6,PC,单人,否,"2,207"
黑暗拾荒者,"角色扮演,独立,冒险,休闲,自选历险体验,指向 &amp; 点击,科幻,喜剧,互动小说,仅鼠标,手绘,多结局,卡通化,欢乐,重玩价值,洛夫克拉夫特式,探索,回合制,单人,选择取向",Psydra Games LLC,Psydra Games LLC,21,PC,单人,否,"2,206"
行尸走肉：米琼恩,"冒险,僵尸,剧情丰富,选择取向,女性主角,单人,指向 &amp; 点击,剧集,自选历险体验,恐怖,末日,漫画,动作,氛围,血腥,生存,第三人称视角,好评原声音轨,生存恐怖,步行模拟",Telltale Games,Skybound Games,48,PC,单人,是,"2,203"
NosTale,"免费,大型多人在线角色扮演,动漫,大型多人在线,冒险,角色扮演,动作,多人,开放世界,奇幻,合作,PvE,玩家对战,动作角色扮演,角色定制","Entwell Co., Ltd.",Gameforge 4D GmbH,免费游玩,PC,大型多人在线角色扮演,否,"2,203"
Bell Ringer,"独立,动作,平台游戏,多人,格斗",Night Node Software,Night Node Software,28,PC,多人,否,"2,202"
伊拉图斯：死之主,"角色扮演,策略,独立,类Rogue,回合制战斗,黑暗奇幻,轻度 Rogue,黑暗,恶人主角,回合制战术,奇幻,回合制,洛夫克拉夫特式,困难,二维,哥特,重玩价值,抢先体验,暴力,血腥",Unfrozen,Daedalic Entertainment,78,PC,单人,是,"2,200"
国王的恩赐：北方勇士,"角色扮演,策略,回合战略,战术,回合制,策略角色扮演,奇幻,战术角色扮演,冒险,六角格棋盘,大师级,单人",1C-SoftClub,1C Entertainment,11,PC,单人,否,"2,198"
刺客信条：兄弟会,"动作,开放世界,冒险,跑酷,潜行,暗杀,第三人称视角,历史,多人,单人,罗马,剧情丰富,好评原声音轨,氛围,动作冒险,阴谋,沙盒,中世纪,大师级,控制器",Ubisoft Montreal,Ubisoft,68,PC,多人,是,"2,198"
战争游戏：欧洲扩张,"策略,即时战略,军事,冷战,战争游戏,模拟,拟真,架空,即时战术,战争,独立,动作,单人,多人,即时,战术,困难,大师级",Eugen Systems,Eugen Systems,38,PC,单人,否,"2,197"
文明时代2,"策略,历史,大战略,战争,回合战略,回合制,模拟,沙盒,政治模拟,单人,政治性,二战,政治,独立,多人,外交,一战,架空,休闲,开放世界",Łukasz Jakowski,Łukasz Jakowski Games,22,PC,单人,是,"2,195"
蔚蓝Celeste,"精确平台,平台游戏,困难,像素图形,好评原声音轨,2D 平台,独立,女性主角,二维,冒险,单人,剧情丰富,动作,可爱,平台解谜,氛围,怀旧,横向滚屏,探索,欢乐",Matt Makes Games Inc.,Matt Makes Games Inc.,68,PC,单人,是,"2,194"
海盗防御,"塔防,休闲,策略,独立,冒险",Creobit,8Floor,22,PC,单人,否,"2,193"
Cerdocornio,"动作,冒险,休闲,独立,横向滚屏,太空,清版动作",Zuakate Games,Quiquopro Games,6,PC,单人,否,"2,193"
Ace of Words,"休闲,独立,文字游戏,解谜,单人",ZeroBit Games,Ocean Media LLC,21,PC,单人,否,"2,192"
街头赛车联盟,"竞速,开放世界,驾驶,单人,街机,多人,汽车模拟,经典,大师级,裸露,动作",Eutechnyx,Funbox Media Ltd,15,PC,单人,否,"2,191"
Samhain World,"抢先体验,动作,冒险,角色扮演,独立,休闲,裸露",WRGenesis,WRGenesis,,PC,其他,否,"2,190"
发光体,"休闲,动作,独立,策略",Windmill Games,Windmill Games,22,PC,单人,否,"2,187"
Stormworks: Build and Rescue,"沙盒,模拟,建造,开放世界,多人,抢先体验,物理,合作,冒险,生存,探索,单人,火车,海军,第一人称视角,第三人称视角,欢乐,飞行,在线合作",Sunfire Software,Sunfire Software,70,PC,多人,否,"2,182"
Unforgiving Trials: The Darkest Crusade,"冒险,独立,角色扮演,RPG制作大师,二维",Amaterasu Software,Amaterasu Software,6,PC,单人,否,"2,182"
魔界战记5,"策略,角色扮演,日系角色扮演,动漫,回合制战术,回合制,战术角色扮演,单人,策略角色扮演,回合战略,战术,奇幻,回合制战斗,喜剧","Nippon Ichi Software, Inc.","NIS America, Inc.",116,PC,单人,否,"2,180"
终极火箭赛车,"竞速,独立,动作,模拟,体育,汽车模拟,多人,抢先体验,物理",Real Dynamics,Real Dynamics,18,PC,多人,否,"2,180"
丧尸围城4,"僵尸,动作,开放世界,暴力,多人,血腥,生存,喜剧,合作,恐怖,第三人称视角,欢乐,劫掠,网红,裸露,在线合作,单人,休闲,生存恐怖,动漫","Capcom Game Studio Vancouver, Inc.",Capcom,162,PC,多人,是,"2,178"
Candy Machine,"休闲,策略,独立,模拟,建造,沙盒,单人,管理,经济,重玩价值,极简主义,氛围,超现实,放松,短片,彩色,基地建设,好评原声音轨,可爱",Colossal Wreck,Colossal Wreck,34,PC,单人,否,"2,176"
弹弹跳跳闪避人,"像素图形,精确平台,平台游戏,独立,2D 平台,好评原声音轨,困难,怀旧,二维,单人,探索,动作,科幻,冒险,短片,类银河战士恶魔城,极简主义,解谜,开放世界,太空",Terry Cavanagh,Terry Cavanagh,21,PC,单人,否,"2,174"
迷失山谷,"独立,冒险,步行模拟,休闲,模拟,动作,第一人称视角","AndrewDrumov, Sanke Berdochan",AndrewDrumov,21,PC,单人,否,"2,173"
"GO AWAY, THERE'S KUMIS OVER THERE!","休闲,独立,动作,街机",Besedka Games Studio,Neon Green Pin Games,6,PC,单人,否,"2,173"
塔沃坦计划,"策略,独立,模拟,太空,回合战略,类Rogue",JDRumble,JDRumble,11,PC,单人,否,"2,169"
命运之手,"类Rogue,牌组构建,动作类 Rogue,卡牌游戏,角色扮演,单人,动作,奇幻,独立,自选历险体验,冒险,动作角色扮演,轻度 Rogue,第三人称视角,困难,桌游,氛围,砍杀,桌上游戏,清版动作",Defiant Development,Defiant Development,68,PC,单人,是,"2,169"
超载地牢,"牌组构建,策略,卡牌战斗,独立,轻度 Rogue,卡牌游戏,角色扮演,休闲,塔防,重玩价值,回合制,动作,冒险,单人,抢先体验,困难,迷宫探索,好评原声音轨,类Rogue,仅鼠标","POCKET PAIR, Inc.",Lightning Games,50,PC,单人,是,"2,169"
乐高蝙蝠侠3：哥谭之上,"乐高,蝙蝠侠,冒险,动作,超級英雄,开放世界,多人,欢乐,本地合作,太空,喜剧,合作,阖家,第三人称视角,单人,解谜,控制器,漫画,沙盒,大师级",TT Games Ltd,WB Games,88,PC,多人,否,"2,167"
淘金！经典版,"冒险,经典,动作,像素图形,历史,80 年代,美国,困难,第三人称视角,怀旧,单人","The Software Farm,Sunlight Games,Sierra Entertainment",Sunlight Games,15,PC,单人,否,"2,165"
ZRoll,"休闲,动作,独立,冒险","KxONE,Andrew Drumov,starmops",Bitlock Studio,6,PC,单人,否,"2,159"
石油大亨,"模拟,策略,管理,独立,西部,休闲,单人,二维,经济,采矿,多人,抢先体验,生存",Gamious,Gamious,36,PC,单人,是,"2,153"
超能队长的奇异冒险,"免费,剧情丰富,冒险,选择取向,氛围,好评原声音轨,单人,剧情,超級英雄,指向 &amp; 点击,短片,步行模拟,网红,控制器,第三人称视角,动作,独立,开放世界,休闲,恐怖",DONTNOD Entertainment,Square Enix,,PC,单人,是,"2,148"
八度异界,"独立,冒险,恐怖,指向 &amp; 点击",Anate Studio,Anate Studio,15,PC,单人,否,"2,146"
像素海盜,"海盗,动作类 Rogue,海战,像素图形,独立,角色扮演,沙盒,二维,开放世界,类Rogue,模拟,冒险,单人,动作,横向滚屏,建造,轻度 Rogue,策略,生存,制作",Vitali Kirpu,Vitali Kirpu,37,PC,单人,否,"2,146"
Crappy Day Enhanced Edition,"冒险,休闲,独立,平台游戏,喜剧,复古,怀旧,剧情丰富,欢乐",Fabio Fortino,Droid Riot,11,PC,单人,否,"2,145"
大英雄胡子,"休闲,角色扮演,冒险,独立,轻游戏",OneShark,SakuraGame,11,PC,单人,否,"2,141"
尼德霍格,"本地多人,独立,格斗,动作,剑术,多人,2D 格斗,像素图形,玩家对战,二维,体育,快节奏,欢乐,竞技,控制器,本地合作,平台游戏,好评原声音轨,游戏制作,合作",Messhof,Messhof,36,PC,本地多人,否,"2,136"
无限点击,"轻游戏,免费,休闲,独立,角色扮演,动作,单人",Scary Bee LLC,Scary Bee LLC,免费,PC,单人,否,"2,134"
蛮荒之地,"开放世界生存制作,生存,开放世界,多人,制作,奇幻,冒险,角色扮演,抢先体验,动作,沙盒,合作,中世纪,第一人称视角,单人,独立,模拟,龙,氛围,第一人称射击",Last Bastion Studios LLC,Last Bastion Studios LLC,37,PC,多人,否,"2,134"
过山车大亨：世界,"模拟,建造,管理,策略,沙盒,单人,拟真,多人,抢先体验,欢乐,合作,开放世界,休闲,动作",Nvizzio Creations,"Atari,RCTO Productions",21,PC,单人,是,"2,133"
太空弃舰：死亡之翼威力加强版,"动作,合作,战锤40K,射击,冒险,第一人称射击,在线合作,多人,第一人称视角,氛围,暴力,科幻,血腥,单人,恐怖,成人,游戏工坊,太空",Streum On Studio,Focus Home Interactive,128,PC,合作,是,"2,131"
裂月者,"步行模拟,冒险,心理恐怖,第一人称视角,探索,独立,剧情丰富,恐怖,短片,氛围,单人,好评原声音轨",David Szymanski,David Szymanski,11,PC,单人,否,"2,131"
Robot Legions Reborn,"独立,动作,双摇杆射击","Skyboy Games,Sentry Games",Skyboy Games,15,PC,单人,否,"2,129"
巴士模拟2,"汽车模拟,模拟,驾驶,拟真,单人,可模组化,多人,休闲,TrackIR,第一人称视角,开放世界,放松,重玩价值,冒险,阖家,氛围,非主流经典,物理,动作,管理",MR-Software GbR,Aerosoft GmbH,142,PC,单人,否,"2,127"
大神 绝景版,"冒险,好评原声音轨,神话,剧情丰富,单人,女性主角,经典,氛围,非主流经典,开放世界,动作,彩色,风格化,奇幻,动作角色扮演,动漫,动作冒险,重制,日系角色扮演,角色扮演","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",98,PC,单人,否,"2,125"
逆转第二章：相遇,"冒险,独立,休闲,指向 &amp; 点击,单人,手绘,解谜,二维,科幻,末日,推理,卡通化,悬疑,卡通",3f Interactive,3f Interactive,21,PC,单人,是,"2,124"
Aztecalypse,"独立,动作,冒险,血腥,暴力,恐怖,僵尸",Displacement Studios,Displacement Studios,6,PC,单人,否,"2,123"
以太之战,"格斗,2D 格斗,独立,多人,像素图形,本地多人,竞技,好评原声音轨,二维,4人本地,平台游戏,动作,街机,单人,清版动作,控制器,抢先体验,怀旧,游戏制作,游戏工坊",Dan Fornace,Dan Fornace,48,PC,多人,否,"2,122"
aMAZE,"休闲,解谜,独立,二维,单人,彩色,抽象,放松,快节奏,氛围,短片,困难,怀旧,横向滚屏,复古,经典,风格化,重玩价值,可爱,阖家",Blender Games,Blender Games,6,PC,单人,否,"2,122"
Runeyana,"动作,冒险,角色扮演,休闲,女性主角",Blackturn Ltd,Blackturn Ltd,免费游玩,PC,单人,否,"2,121"
塞伯利亚之谜3,"冒险,解谜,剧情丰富,女性主角,氛围,指向 &amp; 点击,单人,好评原声音轨,蒸汽朋克,隐藏物体,第三人称视角,控制器,开放世界,悬疑,大师级,选择取向",Microids,Microids,90,PC,单人,是,"2,119"
脉动计划,"动作,冒险,恐怖,第一人称射击",VGstudio,VGstudio,3,PC,单人,否,"2,118"
BlackShot: Mercenary Warfare FPS,"免费,第一人称射击,动作,射击,多人,休闲,第一人称视角,在线合作,大型多人在线,僵尸,单人,末日,欢乐,开放世界,战争,合作,恐怖,控制器,色情内容,独立",Vertigo Games America,"Papaya Play,Vertigo Games America",免费开玩,PC,多人,否,"2,117"
蝙蝠侠：故事版,"蝙蝠侠,冒险,剧情丰富,超級英雄,选择取向,单人,剧集,动作,氛围,快速反应事件,指向 &amp; 点击,黑暗,漫画,自选历险体验,推理,暴力,黑色,视觉小说,血腥,隐藏物体","LCG Entertainment, Inc.","Athlon Games, Inc.",50,PC,单人,是,"2,115"
Taimumari,"动作,独立,冒险,女性主角,像素图形,平台游戏,动漫,单人,困难,游戏制作",TERNOX,"TERNOX,Victory Road",32,PC,单人,否,"2,113"
剑与魂,"角色扮演,动作,冒险,独立,角色定制,回合制,单人,二维,奇幻,回合制战斗,策略,好评原声音轨,休闲,彩色,放松,欢乐,卡通化,小游戏,轻游戏,多人",SoulGame Studio,Armor Games Studios,50,PC,单人,是,"2,113"
旁观者,"独立,反乌托邦,选择取向,策略,氛围,单人,剧情丰富,冒险,模拟,黑暗,多结局,二维,角色扮演,政治性,好评原声音轨,暴力,潜行,指向 &amp; 点击,困难,恐怖",Warm Lamp Games,Alawar Premium,36,PC,单人,是,"2,111"
星球探险家,"沙盒,开放世界生存制作,开放世界,生存,冒险,制作,多人,角色扮演,探索,建造,科幻,独立,动作,合作,模拟,抢先体验,体素,单人,第三人称视角,动作角色扮演",Pathea Games,Pathea Games,免费游玩,PC,多人,是,"2,107"
幻想神域,"动漫,免费,大型多人在线角色扮演,角色扮演,大型多人在线,冒险,多人,奇幻,开放世界,动作,休闲,可爱,日系角色扮演,魔法,PvE,第三人称视角,裸露,在线合作,合作,女性主角",X-Legend,Aeria Games,Free to Play,PC,大型多人在线角色扮演,否,"2,105"
Dear RED - Extended,"独立,角色扮演,RPG制作大师",Lee Sang,Sometimes You,15,PC,单人,否,"2,101"
伊卡罗斯之炮：联盟,"独立,蒸汽朋克,动作,多人,冒险,团队导向,合作,模拟,竞技,好评原声音轨,第一人称视角,阖家,射击,第一人称射击",Muse Games,Muse Games,20,PC,多人,否,"2,097"
Ookibloks,"独立,休闲,动作,原声音乐,解谜,可爱","Studio Work3,Lampert &amp; Sons,Skyboy Games",Skyboy Games,11,PC,单人,否,"2,096"
AdventureQuest 3D,"免费,角色扮演,大型多人在线角色扮演,大型多人在线,冒险,动作,多人,奇幻,动作角色扮演,独立,第三人称视角,抢先体验,开放世界,动漫,动作冒险,3D视觉,休闲,恐怖,裸露","Artix Entertainment, LLC","Artix Entertainment, LLC",免费开玩,PC,大型多人在线角色扮演,否,"2,095"
Hyposphere,"独立,休闲,平台游戏",Atum Software,Sometimes You,15,PC,单人,否,"2,095"
死或生6,"格斗,动作,色情内容,裸露,女性主角,暴力,多人,成人,竞技,忍者,动漫,单人,免费,好评原声音轨,血腥,3D 格斗,街机,清版动作,本地多人,剧情丰富","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",349,PC,多人,是,"2,095"
维多利亚2,"大战略,策略,历史,政治模拟,政治,模拟,即时含暂停,经济,军事,一战,沙盒,单人,战争,即时战略,多人,可模组化,架空,管理,外交,好评原声音轨",Paradox Development Studio,Paradox Interactive,68,PC,单人,否,"2,095"
SolForge,"免费,卡牌游戏,策略,交易卡牌,休闲,角色扮演,多人,抢先体验",Stone Blade Entertainment,Stone Blade Entertainment,,PC,多人,否,"2,095"
乐高复仇者联盟,"乐高,开放世界,超級英雄,冒险,动作,多人,喜剧,欢乐,本地合作,第三人称视角,单人,合作,阖家,本地多人,分屏,漫画,解谜,在线合作,氛围,休闲","Traveller's Tales,TT Games,Feral Interactive (Mac)","Warner Bros. Interactive Entertainment,Feral Interactive (Mac)",127,PC,多人,否,"2,092"
特大城市,"城市营造,模拟,建造,经济,策略,管理,沙盒,拟真,可模组化,单人,多人,氛围,资源管理",Focus Home Interactive,Focus Home Interactive,38,PC,单人,否,"2,092"
极限巅峰,"体育,开放世界,多人,动作,模拟,氛围,探索,好评原声音轨,冒险,第一人称视角,竞速,单人,合作,第三人称视角,拟真,沙盒,休闲,虚拟现实,单板滑雪,大型多人在线","Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev",Ubisoft,128,PC,多人,是,"2,087"
坚守：国家战争,"历史,多人,策略,动作,战争,大型多人在线,独立,模拟,军事,抢先体验,海军,第三人称射击,第一人称射击,第一人称视角,团队导向,战术,射击,海战,第三人称视角,开放世界",Anvil Game Studios,Anvil Game Studios,68,PC,多人,是,"2,085"
百战天虫：氏族战争,"策略,多人,回合制,欢乐,本地合作,喜剧,二维,动作,单人,伪3D,本地多人",Team17 Digital Ltd,Team17 Digital Ltd,78,PC,多人,否,"2,084"
生化危机启示录UE,"动作,恐怖,僵尸,生存恐怖,第三人称射击,冒险,女性主角,合作,第三人称视角,单人,在线合作,生存,多人,氛围,射击,科幻,血腥,好评原声音轨,大师级,本地合作",Capcom,Capcom,20,PC,合作,是,"2,083"
英雄萨姆3：BFE,"第一人称射击,动作,血腥,合作,喜剧,在线合作,外星人,第一人称视角,射击,多人,复古,本地合作,独立,分屏,欢乐,困难,单人,科幻,冒险,本地多人",Croteam,Devolver Digital,112,PC,合作,是,"2,083"
Totally Unbalanced,"竞速,动作,冒险,独立,休闲,解谜,多人,街机,单人,奔跑,风格化,平台解谜,好评原声音轨,平台游戏,欢乐,奇幻,角色定制,氛围,动作冒险,免费",Isojumper,Isojumper,免费游玩,PC,多人,否,"2,079"
Ares Omega,"动作,独立,角色扮演",Selenion Games,Selenion Games,6,PC,单人,否,"2,078"
Masked Shooters 2,"动作,独立,第一人称射击,射击,多人,单人,竞技场射击,第一人称视角,玩家对战,狙击手,军事,网红",FreezeNova,FreezeNova,Download demo,PC,多人,否,"2,077"
