游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
The Visitor,"独立,休闲,虚拟现实,恐怖",Stephen Long,Stephen Long,免费游玩,PC,单人,否,8
Oakwood,"血腥,暴力,独立,恐龙,恐怖,生存恐怖,黑暗,第一人称视角","Breaking Dimensions,Polygon Dust Entertainment Ltd.",Breaking Dimensions,22,PC,单人,否,8
Let Hawaii Happen VR,"模拟,虚拟现实",Framestore VR Studio,Framestore VR Studio,免费开玩,PC,单人,否,8
Bargain Hunter,"独立,休闲,模拟",Silver Cow Studio,Silver Cow Studio,43,PC,单人,否,8
Phantom Jump,"独立,平台游戏,二维,困难",Phantom Pine Studios,Phantom Pine Studios,免费,PC,单人,否,8
VR Escape the space station,"冒险,独立,角色扮演,虚拟现实",Joygo.Studio,Joygo.Studio,28,PC,单人,是,8
Cyborg Tower Defense,"策略,塔防",Big Fun Games,Big Fun Games,22,PC,单人,否,8
Your Bunny Wrote,"动作,休闲,独立,冒险,平台游戏,解谜",SharkGame,Garage Games,12,PC,单人,否,8
Ord.,"冒险,独立,休闲,角色扮演,策略,文字为基础,极简主义,剧情丰富,单人,体验,奇幻,试验性,氛围,永久死亡,回合制,类Rogue","Mujo Games,Stuffed Wombat",Mujo Games,11,PC,单人,否,8
MIGHT,"大型多人在线,动作,抢先体验,独立,多人在线战术竞技",Fast Forward Games,Fast Forward Games,,PC,大型多人在线,否,8
18 Wheels of Steel: Haulin’,"模拟,驾驶",SCS Software,Cosmi/ValuSoft,36,PC,单人,否,8
Fated Souls 3,"冒险,动作,角色扮演,独立,休闲,RPG制作大师",Warfare Studios,Warfare Studios,28,PC,单人,否,8
Black Hat Cooperative,"动作,休闲,独立,策略,虚拟现实,非对称 VR,合作,本地合作",Team Future LLC,Team Future LLC,36,PC,合作,否,8
荒岛求生,"冒险,独立,角色扮演,模拟,策略",Island Studio,FrozenStudio,9,PC,单人,是,8
Click&Fight,"动作,独立,休闲,轻游戏",Bug-meister production,Bug-meister production,6,PC,单人,否,8
Void Rangers,"动作,独立,虚拟现实,射击,寻宝",Martin Senovsky,Martin Senovsky,40,PC,单人,是,8
Photo & Graphic Designer 16 Steam Edition,设计与插画,MAGIX Software GmbH,MAGIX Software GmbH,250,PC,其他,否,8
PROJECT: RUN,"动作,休闲,竞速,跑酷,单人,奔跑",JaredGames,JaredGames,免费,PC,单人,否,8
Castaway Home Designer,"休闲,独立,模拟",Stolen Couch Games,Stolen Couch Games,21,PC,单人,否,8
Code S-44 : Episode 1,"免费,冒险,独立,抢先体验,潜行,科幻,喜剧,机器人,氛围,单人,第三人称视角,平台游戏,动作,剧情丰富,探索,欢乐,剧集,卡通,可爱,记叙",Little Bot Studio,Little Bot Studio,免费开玩,PC,单人,否,8
Grass Max,"独立,动作,竞速,休闲,欢乐,多人,科幻",AAAGAMES,AAAGAMES,21,PC,多人,否,8
"Viktor, a Steampunk Adventure","独立,冒险,休闲,蒸汽朋克,指向 &amp; 点击,喜剧,手绘,欢乐,二维,政治性,好评原声音轨,卡通化",Studio spektar,Studio spektar,37,PC,单人,否,8
Starscape,"动作,独立,策略,太空,纵轴",Moonpod,Moonpod,37,PC,单人,否,8
Split Of Knight,"裸露,角色扮演,动漫,RPG制作大师,女性主角,色情内容",H-GAME,H-GAME,11,PC,单人,否,8
Adelantado Trilogy. Book Three,"冒险,休闲,模拟,策略",Whiterra,Qumaron,22,PC,单人,否,8
Yakuza Kiss,"独立,视觉小说,少女游戏,抢先体验,女性主角,色情内容,裸露,成人,动漫,剧情,剧情丰富,犯罪,选择取向,多结局,未来,黑暗,二维,科幻,爱情",Pink Potion,Pink Potion,37,PC,单人,否,8
She and The Light Bearer,"冒险,休闲,独立,好评原声音轨,指向 &amp; 点击,手绘,氛围,放松,奇幻,神话,可爱,唯美,情感,剧情丰富,触控,试验性,外国,彩色,阖家,哲理",Mojiken Studio,Toge Productions,Play with Firefly for a little while!,PC,单人,是,8
The UnderGarden,"休闲,解谜,放松,探索",Artech Studios,Retroism,28,PC,单人,否,8
Crowd Control,"免费,独立,策略,休闲,动作,二维,单人,重玩价值,放松,像素图形,好评原声音轨,阖家,氛围,模拟",Sugoi Yellow,GrabTheGames,免费开玩,PC,单人,否,8
Aquadelic GT,"竞速,模拟","Hammerware, s.r.o.","Hammerware, s.r.o.",,PC,单人,否,8
PROJECT: RUN,"动作,休闲,竞速,跑酷,单人,奔跑",JaredGames,JaredGames,免费,PC,单人,否,8
Behind The Truth,"动作,休闲,视觉小说,角色扮演,独立,动漫",橙光游戏,橙光游戏,18,PC,单人,是,8
Dreamcage Escape,"冒险,独立,休闲,解谜",Big Loop Studios,Big Loop Studios,11,PC,单人,否,8
Littlstar VR Cinema,"实用工具,虚拟现实",Little Star Media Inc.,Little Star Media Inc.,免费开玩,PC,其他,否,8
Encore Card Games Collection,"休闲,卡牌游戏,纸牌,赌博,高尔夫球",Webfoot,Encore Software,70,PC,单人,否,8
Phantom Jump,"独立,平台游戏,二维,困难",Phantom Pine Studios,Phantom Pine Studios,免费,PC,单人,否,8
Starscape,"动作,独立,策略,太空,纵轴",Moonpod,Moonpod,37,PC,单人,否,8
Bus Tycoon ND (Night and Day),"模拟,策略",FrameLineNetwork,FrameLineNetwork,15,PC,单人,否,8
Bomsy,"动作,独立,休闲",SUPERMEGAQUEST INC.,SUPERMEGAQUEST INC.,18,PC,其他,否,8
Yakuza Kiss,"独立,视觉小说,少女游戏,抢先体验,女性主角,色情内容,裸露,成人,动漫,剧情,剧情丰富,犯罪,选择取向,多结局,未来,黑暗,二维,科幻,爱情",Pink Potion,Pink Potion,37,PC,单人,否,8
Photo & Graphic Designer 16 Steam Edition,设计与插画,MAGIX Software GmbH,MAGIX Software GmbH,250,PC,其他,否,8
Disney's Aladdin,"动作,冒险,经典",Virgin Games,Disney,,PC,单人,否,8
Adelantado Trilogy. Book Three,"冒险,休闲,模拟,策略",Whiterra,Qumaron,22,PC,单人,否,8
Split Of Knight,"裸露,角色扮演,动漫,RPG制作大师,女性主角,色情内容",H-GAME,H-GAME,11,PC,单人,否,8
Space Hotel,"独立,恐怖,潜行",NHLislive,Man Hockey,11,PC,单人,否,8
FlowState,"免费,竞速,模拟,体育,抢先体验,动作","Timothy Ichiyasu,Joshua Rice",None,免费开玩,PC,单人,否,8
Crash And Burn Racing,"竞速,独立",Lunagames,Libredia,15,PC,单人,否,8
EreaDrone - The FPV Simulator,"模拟,竞速,体育,抢先体验,独立,电竞","EreaDrone,EreaStudio,Elouan Jorrand",EreaDrone,62,PC,单人,否,8
Defendion,"休闲,策略,独立,虚拟现实,塔防,战术,单人,暴力,氛围,奇幻,裸露,色情内容,抢先体验,动作,第一人称视角,模拟,战争,困难,拟真,教育",DillyFrame,DillyFrame,39,PC,单人,否,8
Sword Daughter,"自选历险体验,女性主角,奇幻,多结局,独立,冒险,视觉小说,小说改编,休闲,单人,爱情",Hanabira,Hanako Games,22,PC,单人,否,8
Climbtime,"休闲,独立,虚拟现实,跑酷,模拟,程序生成,限时,竞速,抢先体验,探索,3D 平台,平台解谜",Saluda Systems,Saluda Systems,免费,PC,单人,否,8
MahJong,"独立,休闲,模拟",baKno Games,baKno Games,22,PC,单人,是,8
Escape from Pleasure Planet,"冒险,LGBTQ+,裸露,指向 &amp; 点击",Up Multimedia,Up Multimedia,48,PC,单人,否,8
Movavi Video Converter Premium,"实用工具,视频制作,音频制作",Movavi,Movavi,149,PC,其他,是,8
Visual Novel Engine,"实用工具,抢先体验,网络出版,设计与插画,视觉小说,游戏开发,剧情丰富,动漫",qberty,The Local Group,免费游玩,PC,其他,否,8
Zombie Solitaire 2 Chapter 1,"休闲,独立,纸牌,卡牌游戏,僵尸,三消,解谜,放松,策略,二维,历史,彩色,重玩价值,阖家,仅鼠标",rokaplay,rokaplay,35,PC,单人,否,8
She and The Light Bearer,"冒险,休闲,独立,好评原声音轨,指向 &amp; 点击,手绘,氛围,放松,奇幻,神话,可爱,唯美,情感,剧情丰富,触控,试验性,外国,彩色,阖家,哲理",Mojiken Studio,Toge Productions,Play with Firefly for a little while!,PC,单人,是,8
Blocks!: Julius Caesar,"策略,独立,模拟,桌游,回合战略,历史,战争游戏,Epic",Avalon Digital,Avalon Digital,80,PC,单人,否,8
Dead Rain - New Zombie Virus,"动作,独立,僵尸,冒险",Tiny devbox,Tiny devbox,15,PC,单人,是,8
Cows VS Vikings,"休闲,策略,独立,冒险,抢先体验,塔防,喜剧,剧情丰富,外星人",Redox Entertainment Inc,Redox Entertainment Inc,35,PC,单人,否,8
Earthworms,"冒险,独立,休闲,单人,好评原声音轨,二维,放松,指向 &amp; 点击,超现实,手绘,黑暗,欢乐,黑色幽默,黑暗奇幻,策略",All Those Moments,"Ultimate Games S.A.,Art Games Studio S.A.",25,PC,单人,否,8
Great Hunt: North America,"模拟,独立,狩猎,射击,第一人称视角,第一人称射击,开放世界,美国,拟真,氛围,单人,生存,动作,冒险,体育,步行模拟,3D",Simulators Live,Simulators Live,138,PC,单人,是,8
ESCAPE ROOM VR　,"冒险,免费,独立,虚拟现实,单人",Project v2,Project v2,免费,PC,单人,否,8
Power Link VR,"休闲,模拟,体育,独立,虚拟现实",Himi Games,Newsight games,免费,PC,单人,是,8
Crowd Control,"免费,独立,策略,休闲,动作,二维,单人,重玩价值,放松,像素图形,好评原声音轨,阖家,氛围,模拟",Sugoi Yellow,GrabTheGames,免费开玩,PC,单人,否,8
Stratus: Battle for the Sky,"策略,独立,抢先体验","Storm Isle Productions,Polywickstudio",Storm Isle Productions,52,PC,单人,否,8
Soma Spirits: Rebalance,"角色扮演,独立,RPG制作大师",Torch60,Torch60,15,PC,单人,否,8
VR Golf Online,"动作,休闲,体育,虚拟现实",KakaoVX,Kakao Games Corp.,,PC,单人,是,8
Soma Spirits: Rebalance,"角色扮演,独立,RPG制作大师",Torch60,Torch60,15,PC,单人,否,8
Figure Simulator War,"动作,独立,策略,模拟,抢先体验,动漫,女性主角",H-GIRL,H-GIRL,37,PC,单人,是,8
The Constellation,"策略,动作,冒险,模拟",Jakub Klementewicz,Jakub Klementewicz,37,PC,单人,否,8
FlowState,"免费,竞速,模拟,体育,抢先体验,动作","Timothy Ichiyasu,Joshua Rice",None,免费开玩,PC,单人,否,8
VTB Basketball League,"免费,休闲,体育,虚拟现实",Axyos Games,LikeVR,免费,PC,单人,否,8
Power Link VR,"休闲,模拟,体育,独立,虚拟现实",Himi Games,Newsight games,免费,PC,单人,是,8
Time Tenshi Paradox: Episode 1,"色情内容,裸露,冒险,独立,模拟,视觉小说,动漫,成人",Silver Cow Studio,Silver Cow Studio,15,PC,单人,否,8
Seeking Evil: The Wendigo,"血腥,暴力,独立,冒险,动作,恐怖",Copybugpaste,Copybugpaste,22,PC,单人,否,8
In Vitra,"冒险,角色扮演,日系角色扮演,RPG制作大师,奇幻,回合制,哲理,独立,怀旧,休闲,单人,单线剧情,欢乐,黑暗奇幻,可爱,剧情丰富,好评原声音轨",bumblebee,rokaplay,36,PC,单人,否,8
Battle for Iwo Jima,"策略,战争游戏,二战,回合战略,历史,回合制战斗,单人,回合制,战争",Yobowargames,Yobowargames,43,PC,单人,否,8
VR Golf Online,"动作,休闲,体育,虚拟现实",KakaoVX,Kakao Games Corp.,,PC,单人,是,8
She and The Light Bearer,"冒险,休闲,独立,好评原声音轨,指向 &amp; 点击,手绘,氛围,放松,奇幻,神话,可爱,唯美,情感,剧情丰富,触控,试验性,外国,彩色,阖家,哲理",Mojiken Studio,Toge Productions,Play with Firefly for a little while!,PC,单人,是,8
Crowd Control,"免费,独立,策略,休闲,动作,二维,单人,重玩价值,放松,像素图形,好评原声音轨,阖家,氛围,模拟",Sugoi Yellow,GrabTheGames,免费开玩,PC,单人,否,8
Great Hunt: North America,"模拟,独立,狩猎,射击,第一人称视角,第一人称射击,开放世界,美国,拟真,氛围,单人,生存,动作,冒险,体育,步行模拟,3D",Simulators Live,Simulators Live,138,PC,单人,是,8
Make America Great Again,"动作,休闲,独立,策略,网红,政治性,心理恐怖,政治,末日",e-Solution,e-Solution,15,PC,单人,否,8
ESCAPE ROOM VR　,"冒险,免费,独立,虚拟现实,单人",Project v2,Project v2,免费,PC,单人,否,8
STEEL STRIDER,"动作,独立,清版射击,平台游戏,射击,机甲世界,二维",ASTRO PORT,Henteko Doujin,25,PC,单人,否,8
The Interview,"独立,冒险,心理恐怖,恐怖",Anothink,Anothink,,PC,单人,否,8
Forest Legends: The Call of Love Collector's Edition,"冒险,休闲,独立,隐藏物体,单人,欲罢不能",Alawar Stargaze,Alawar Entertainment,37,PC,单人,否,8
NUMERIC,"独立,动作,冒险,休闲,模拟",UMBRESS,UMBRESS,11,PC,单人,否,8
National Machine,"独立,抢先体验,模拟,策略,建造,沙盒,历史,二战,战争",Eric Sun,Eric Sun,50,PC,单人,是,8
Wing Pro 6,实用工具,Wingware,Wingware,204,PC,其他,否,8
From Village to Empire,"抢先体验,策略,独立,回合战略,六角格棋盘,4X,历史,单人,回合制,管理,战争,多人,建造,战术,模拟",Witch Laboratory,Witch Laboratory,32,PC,单人,否,8
House of Hell,"冒险,角色扮演,独立,自选历险体验",Tin Man Games,Tin Man Games,21,PC,单人,否,8
Clutter Infinity: Joe's Ultimate Quest,"独立,休闲",Puzzles By Joe,Libredia,36,PC,单人,否,8
Huusuienbu - Chapter Spring and Summer ,"独立,策略,冒险,角色扮演,动漫,视觉小说,可爱,塔防",REAL Co.Ltd,REAL Co.Ltd,28,PC,单人,是,8
Rescue Team 4,"冒险,休闲,时间管理,策略,独立,单人,欲罢不能",Rionix,Alawar Entertainment,18,PC,单人,否,8
F-117A Nighthawk Stealth Fighter 2.0,"模拟,飞行,经典,潜行,怀旧","MicroProse Software, Inc.","Retroism,Nightdive Studios",28,PC,单人,否,8
Areia,"独立,冒险,情感,彩色,探索,放松,平台解谜,单人,好评原声音轨,唯美,氛围,解谜,休闲",Gilp Studio,Gilp Studio,37,PC,单人,否,8
The Search,"冒险,独立,解谜,指向 &amp; 点击,氛围,放松,悬疑,短片,步行模拟,第一人称视角,休闲,超现实,单人,哲理,唯美",Jason Godbey,Jason Godbey,18,PC,单人,否,8
The Little Crane That Could,"模拟,独立,沙盒,第三人称视角,程序生成,开放世界",Game Studio Abraham Stolk Inc.,Game Studio Abraham Stolk Inc.,40,PC,单人,否,8
Beyond Enemy Lines 2,"动作,独立,第一人称射击,多人,单人,第一人称视角,子弹时间,战争,战术,困难,战争游戏",Polygon Art,Polygon Art,80,PC,多人,否,8
Ball Grabbers,"独立,体育,动作,休闲,多人",Part Time Monkey,Part Time Monkey,6,PC,多人,否,8
Masked Forces 3,"血腥,暴力,动作,独立,僵尸,合作,玩家对战,第一人称视角,多人,竞技,生存,第一人称射击,鲜血,军事,单人,狙击手,射击,竞技场射击,在线合作,快节奏",FreezeNova,FreezeNova,22,PC,合作,是,8
Blood of Magic,"冒险,角色扮演,独立,抢先体验,策略,魔法,模拟,回合制,奇幻,基地建设,经济,团队角色扮演,回合制战斗",Stoneworks Games,Stoneworks Games,36,PC,单人,否,8
Pylon: Rogue,"动作类 Rogue,动作,角色扮演,独立,轻度 Rogue,类Rogue",QuantumSquid Interactive,QuantumSquid Interactive,48,PC,单人,否,8
Hollow Halls,独立,Broken Code Games,Broken Code Games,15,PC,单人,否,8
From Village to Empire,"抢先体验,策略,独立,回合战略,六角格棋盘,4X,历史,单人,回合制,管理,战争,多人,建造,战术,模拟",Witch Laboratory,Witch Laboratory,32,PC,单人,否,8
Museum of Symmetry,"独立,休闲,模拟,冒险,虚拟现实","National Film Board of Canada,Casa Rara",National Film Board of Canada,免费,PC,单人,否,8
Rescue Team 4,"冒险,休闲,时间管理,策略,独立,单人,欲罢不能",Rionix,Alawar Entertainment,18,PC,单人,否,8
Crowd Control,"免费,独立,策略,休闲,动作,二维,单人,重玩价值,放松,像素图形,好评原声音轨,阖家,氛围,模拟",Sugoi Yellow,GrabTheGames,免费开玩,PC,单人,否,8
She and The Light Bearer,"冒险,休闲,独立,好评原声音轨,指向 &amp; 点击,手绘,氛围,放松,奇幻,神话,可爱,唯美,情感,剧情丰富,触控,试验性,外国,彩色,阖家,哲理",Mojiken Studio,Toge Productions,Play with Firefly for a little while!,PC,单人,是,8
Great Hunt: North America,"模拟,独立,狩猎,射击,第一人称视角,第一人称射击,开放世界,美国,拟真,氛围,单人,生存,动作,冒险,体育,步行模拟,3D",Simulators Live,Simulators Live,138,PC,单人,是,8
The Uncertain: VR Experience,"免费,休闲,独立,抢先体验,虚拟现实",ComonGames,ComonGames,免费游玩,PC,单人,否,8
Ball Grabbers,"独立,体育,动作,休闲,多人",Part Time Monkey,Part Time Monkey,6,PC,多人,否,8
Stocksynd House,"冒险,独立,虚拟现实,心理恐怖,剧情丰富,物理,氛围","CyberFlux Games,Gabro Media",Rate My Funeral,37,PC,单人,否,8
OneManVurgeR,"动作,休闲,模拟,虚拟现实",Dazzle Inc.,Dazzle Inc.,28,PC,单人,否,8
Ossuary,"独立,冒险,恶魔,解谜,恐怖,讽刺,像素图形,氛围,黑暗,阴谋,黑色幽默,交谈,喜剧","Gregory Avery-Weir,Melissa Avery-Weir",Future Proof Games,36,PC,单人,否,8
Hollow Halls,独立,Broken Code Games,Broken Code Games,15,PC,单人,否,8
Amazing Trivia,"休闲,教育,单人",Vladimir Maslov,Vladimir Maslov,,PC,单人,否,8
CAPSULE,"独立,生存,氛围,极简主义","Adam Saltsman,Robin Arnott",Finji,21,PC,单人,否,8
Dark Parables: The Exiled Prince Collector's Edition,"冒险,休闲,隐藏物体",Blue Tea Games,Big Fish Games,36,PC,单人,否,8
Fimbul,"动作,冒险,独立",Zaxis,Wild River Games,37,PC,单人,否,8
Gundemonium Recollection,"弹幕射击,清版射击,动漫,独立,动作,二维,女性主角,射击,街机,好评原声音轨",Platine Dispositif,Rockin' Android,,PC,单人,否,8
18 Wheels of Steel: Extreme Trucker 2,"模拟,汽车模拟,驾驶",SCS Software,Cosmi/ValuSoft,36,PC,单人,否,8
Dice Warrior,"策略,抢先体验,冒险,独立",Lightning Zebra,Lightning Zebra,18,PC,单人,是,8
Masked Forces 3,"血腥,暴力,动作,独立,僵尸,合作,玩家对战,第一人称视角,多人,竞技,生存,第一人称射击,鲜血,军事,单人,狙击手,射击,竞技场射击,在线合作,快节奏",FreezeNova,FreezeNova,22,PC,合作,是,8
YangBo Adventure,"免费,冒险,角色扮演,独立,休闲",IM4A,IM4A,免费,PC,单人,否,8
AstronTycoon,"模拟,策略,独立,管理",ANG People s.r.o.,ANG People s.r.o.,6,PC,单人,否,8
Blood Harvest 3,"动作,独立,冒险,二维,怀旧,平台游戏,像素图形,单人,暴力,困难,横向滚屏,快节奏,好评原声音轨,血腥,生存",BekkerDev Studio,BekkerDev Studio,70,PC,单人,否,8
Blocked and Loaded,"动作,大型多人在线,独立,角色扮演,冒险",Chris Antoni,Chris Antoni,11,PC,大型多人在线,否,8
Tank Battle: Normandy,"策略,六角格棋盘",HexWar Games,HexWar Games,36,PC,单人,否,8
Forgotten Places: Lost Circus,"休闲,冒险,独立,隐藏物体,指向 &amp; 点击",Sungift Games,Sungift Games,15,PC,单人,是,8
M.EXE,"策略,动作,冒险,抢先体验,模拟,角色扮演,独立",Pedro Zea,Pedro Zea,28,PC,单人,否,8
A Vampyre Story,"冒险,指向 &amp; 点击,喜剧,欢乐,吸血鬼,单人,好评原声音轨,解谜,经典,剧情丰富,怀旧,90 年代,非主流经典,重制,二维",Autumn Moon,Strategy First,68,PC,单人,否,8
Polynomial 2,"独立,动作,太空,科幻,迷幻,开放世界,音乐,节奏,程序生成,虚拟现实,飞行,太空模拟,第一人称视角,抢先体验,模拟,好评原声音轨,探索,彩色,六自由度,街机","Dmytry Lavrov,Alexey Lavrov",Dmytry Lavrov,40,PC,单人,否,8
